instance_id,repo,difficulty,resolved,in_results_submitted,in_results_completed,in_results_incomplete,in_results_empty_patch,in_results_error,has_report,report_valid,report_error_headline,fixed_tests,p2p_tests,f2p_tests,s2p_tests,n2p_tests,run_result_passed,run_result_failed,run_result_skipped,test_patch_result_passed,test_patch_result_failed,test_patch_result_skipped,fix_patch_result_passed,fix_patch_result_failed,fix_patch_result_skipped,has_fix_patch_run_log,patch_apply_failed,patch_apply_error_headline,has_patch_diff,patch_source,patch_files,patch_hunks,patch_added,patch_removed,patch_churn,patch_net,patch_is_empty,has_traj_file,has_traj,traj_is_stub,exit_status,submission_present,n_messages,n_assistant,n_user,n_system,n_bash_calls,api_calls,prompt_tokens,completion_tokens,total_tokens,runtime_sec,mini_version,phase_ISSUE_REPRODUCT_msgs,phase_ISSUE_REPRODUCT_steps,phase_ISSUE_REPRODUCT_complete,phase_ISSUE_REPRODUCT_giveup,phase_ISSUE_REPRODUCT_visited,phase_TEST_SYNTHSIZE_msgs,phase_TEST_SYNTHSIZE_steps,phase_TEST_SYNTHSIZE_complete,phase_TEST_SYNTHSIZE_giveup,phase_TEST_SYNTHSIZE_visited,phase_CODE_LOCALIZE_msgs,phase_CODE_LOCALIZE_steps,phase_CODE_LOCALIZE_complete,phase_CODE_LOCALIZE_giveup,phase_CODE_LOCALIZE_visited,phase_TEST_LOCALIZE_msgs,phase_TEST_LOCALIZE_steps,phase_TEST_LOCALIZE_complete,phase_TEST_LOCALIZE_giveup,phase_TEST_LOCALIZE_visited,phase_CODE_FIX_msgs,phase_CODE_FIX_steps,phase_CODE_FIX_complete,phase_CODE_FIX_giveup,phase_CODE_FIX_visited,phase_VERIFY_PATCH_msgs,phase_VERIFY_PATCH_steps,phase_VERIFY_PATCH_complete,phase_VERIFY_PATCH_giveup,phase_VERIFY_PATCH_visited,phase_ISSUE_CLOSE_msgs,phase_ISSUE_CLOSE_steps,phase_ISSUE_CLOSE_complete,phase_ISSUE_CLOSE_giveup,phase_ISSUE_CLOSE_visited,phase_FINAL_REPORT_msgs,phase_FINAL_REPORT_steps,phase_FINAL_REPORT_complete,phase_FINAL_REPORT_giveup,phase_FINAL_REPORT_visited,phase_unknown_msgs,patch_successfully_applied,artefact_missing,all_phases_visited
fasterxml__jackson-core-1204,fasterxml/jackson-core,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,185,0,0,0,0,0,0,0,0,True,False,,True,logs/fix.patch,1,4,27,0,27,27,False,True,True,False,Submitted,True,478,227,243,8,219,414,4056670,69021,4125691,2661.0178253650665,1.17.2,56,10,1,0,1,73,9,1,0,1,49,9,1,0,1,63,8,1,0,1,71,9,1,0,1,47,8,1,0,1,89,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3860,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,611,0,0,0,611,611,1,0,0,0,0,611,1,0,True,False,,True,logs/fix.patch,1,2,25,0,25,25,False,True,True,False,Submitted,True,550,263,279,8,255,486,5783383,76467,5859850,4494.407988548279,1.17.2,70,10,1,0,1,111,9,1,0,1,81,9,1,0,1,73,8,1,0,1,65,9,1,0,1,45,7,1,0,1,71,9,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-2036,fasterxml/jackson-databind,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,427,0,0,0,0,0,0,0,0,True,False,,True,logs/fix.patch,2,2,53,27,80,26,False,True,True,False,Submitted,True,560,268,284,8,259,495,6313247,86380,6399627,2978.088701248169,1.17.2,76,10,1,0,1,91,9,1,0,1,81,9,2,0,1,67,8,1,0,1,101,9,1,0,1,61,8,1,0,1,53,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4486,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,649,1,0,0,650,0,1,649,1,1,650,0,1,True,False,,True,logs/fix.patch,1,1,3,2,5,1,False,True,True,False,Submitted,True,536,256,272,8,248,472,4484482,68420,4552902,2372.6300251483917,1.17.2,66,10,1,0,1,67,9,1,0,1,87,9,1,0,1,81,8,1,0,1,69,9,1,0,1,51,8,1,0,1,87,8,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4048,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,1,622,1,0,0,623,0,1,622,1,1,623,0,1,True,False,,True,logs/fix.patch,1,1,2,1,3,1,False,True,True,False,Submitted,True,648,312,328,8,304,584,6343239,78635,6421874,3923.232173204422,1.17.2,82,10,1,0,1,119,9,1,0,1,103,9,1,0,1,69,8,1,0,1,75,9,1,0,1,49,8,1,0,1,123,9,1,0,1,28,4,1,0,1,0,True,False,True
mockito__mockito-3129,mockito/mockito,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,98,0,62,90,1,60,90,1,60,True,False,,True,logs/fix.patch,2,3,4,2,6,2,False,True,True,False,Submitted,True,1017,483,517,17,466,881,9215091,121867,9336958,5458.017961025238,1.17.2,86,10,1,0,1,133,9,1,0,1,71,9,1,0,1,63,9,1,0,1,305,9,5,0,1,284,8,2,5,1,47,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3851,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,True,False,,True,logs/fix.patch,3,8,192,14,206,178,False,True,True,False,Submitted,True,638,307,323,8,298,573,7279856,104314,7384170,4369.325042486191,1.17.2,84,10,1,0,1,65,9,1,0,1,131,9,1,0,1,61,8,1,0,1,119,9,1,0,1,45,8,1,0,1,105,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-core-964,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,170,0,0,0,170,170,0,0,0,0,0,170,0,0,True,False,,True,logs/fix.patch,1,2,17,1,18,16,False,True,True,False,Submitted,True,556,266,282,8,258,492,4518983,59034,4578017,2066.689382314682,1.17.2,64,10,1,0,1,81,9,1,0,1,95,9,1,0,1,87,8,1,0,1,83,9,1,0,1,47,8,1,0,1,71,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-dataformat-xml-531,fasterxml/jackson-dataformat-xml,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,109,0,0,0,0,0,0,0,0,True,False,,True,logs/fix.patch,5,8,91,24,115,67,False,True,True,False,Submitted,True,891,432,450,9,423,819,13199238,137369,13336607,4865.004741668701,1.17.2,80,10,1,0,1,87,9,1,0,1,127,9,1,0,1,85,8,1,0,1,255,9,1,0,1,176,8,2,0,1,51,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4311,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,3,636,1,0,2,636,1,1,636,2,1,639,1,1,True,False,,True,logs/fix.patch,3,3,127,0,127,127,False,True,True,False,Submitted,True,638,307,323,8,299,574,6467864,69782,6537646,3200.6143341064453,1.17.2,88,10,1,0,1,87,9,1,0,1,91,9,1,0,1,75,8,1,0,1,93,9,1,0,1,65,8,1,0,1,105,9,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4360,fasterxml/jackson-databind,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,639,1,1,639,2,1,0,0,0,True,False,,True,logs/fix.patch,3,4,12,5,17,7,False,True,True,False,Submitted,True,554,265,281,8,257,490,5227882,63613,5291495,2912.7460613250732,1.17.2,70,10,1,0,1,75,9,1,0,1,75,9,1,0,1,69,8,1,0,1,97,8,1,0,1,61,8,1,0,1,75,9,1,0,1,32,4,1,0,1,0,True,False,True
google__gson-1391,google/gson,medium,True,True,True,False,False,False,True,True,,1,95,1,0,0,95,1,0,95,2,0,96,1,0,True,False,,True,logs/fix.patch,1,1,14,8,22,6,False,True,True,False,Submitted,True,468,222,238,8,214,404,4097875,61698,4159573,2076.8925881385803,1.17.2,62,10,1,0,1,75,9,1,0,1,69,9,1,0,1,67,8,1,0,1,63,9,1,0,1,51,8,1,0,1,51,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-16579,elastic/logstash,hard,False,True,True,False,False,False,True,True,,1,1035,1,0,0,1108,2,30,1116,6,30,1036,4,21,True,False,,True,logs/fix.patch,1,1,3,0,3,3,False,True,True,False,Submitted,True,584,280,296,8,271,519,6369961,118261,6488222,8429.22152519226,1.17.2,124,10,1,0,1,111,9,1,0,1,69,9,1,0,1,75,8,1,0,1,59,9,1,0,1,59,8,1,0,1,59,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1016,fasterxml/jackson-core,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,173,0,0,172,1,0,172,1,0,True,False,,True,logs/fix.patch,1,3,3,3,6,0,False,True,True,False,Submitted,True,674,325,341,8,317,610,7079975,80634,7160609,2813.748458147049,1.17.2,114,10,1,0,1,83,9,1,0,1,81,9,1,0,1,77,8,1,0,1,143,9,1,0,1,55,8,1,0,1,91,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4230,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,1,636,1,0,0,636,0,1,636,1,1,637,0,1,True,False,,True,logs/fix.patch,1,3,24,33,57,-9,False,True,True,False,Submitted,True,544,260,276,8,252,480,4525447,62317,4587764,2316.7229068279266,1.17.2,62,10,1,0,1,51,9,1,0,1,69,9,1,0,1,79,8,1,0,1,75,9,1,0,1,49,8,1,0,1,127,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1208,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,1,184,1,0,0,185,0,0,184,1,0,185,0,0,True,False,,True,logs/fix.patch,1,2,2,1,3,1,False,True,True,False,Submitted,True,552,264,280,8,256,488,4480157,62907,4543064,2143.1711020469666,1.17.2,82,10,1,0,1,81,9,1,0,1,83,9,1,0,1,81,8,1,0,1,73,9,1,0,1,43,8,1,0,1,81,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-dataformat-xml-644,fasterxml/jackson-dataformat-xml,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,127,0,0,0,0,0,0,0,0,True,False,,True,logs/fix.patch,1,3,69,22,91,47,False,True,True,False,Submitted,True,544,260,276,8,252,480,5895222,71928,5967150,2882.0356738567352,1.17.2,68,10,1,0,1,87,9,1,0,1,89,9,1,0,1,63,8,1,0,1,81,9,1,0,1,51,8,1,0,1,75,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3621,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,526,0,0,526,1,0,526,1,0,True,False,,True,logs/fix.patch,1,7,56,7,63,49,False,True,True,False,Submitted,True,570,273,289,8,265,506,5635415,78442,5713857,2695.701156616211,1.17.2,90,10,1,0,1,71,9,1,0,1,97,9,1,0,1,65,8,1,0,1,85,9,1,0,1,43,8,1,0,1,91,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4468,fasterxml/jackson-databind,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,649,0,1,648,1,1,0,0,0,True,False,,True,logs/fix.patch,2,2,23,2,25,21,False,True,True,False,Submitted,True,516,246,262,8,238,452,4676876,58228,4735104,1923.2302544116974,1.17.2,56,10,1,0,1,57,9,1,0,1,63,9,1,0,1,65,8,1,0,1,127,9,1,0,1,51,8,1,0,1,63,9,1,0,1,34,4,1,0,1,0,True,False,True
mockito__mockito-3424,mockito/mockito,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,104,0,65,96,1,63,96,1,63,True,False,,True,logs/fix.patch,8,17,192,2,194,190,False,True,True,False,Submitted,True,945,459,477,9,449,872,18751808,116064,18867872,3945.2527956962585,1.17.2,86,10,1,0,1,99,9,1,0,1,91,9,1,0,1,75,8,1,0,1,363,9,1,0,1,158,8,2,0,1,45,9,1,0,1,28,4,1,0,1,0,True,False,True
google__gson-1093,google/gson,medium,True,True,True,False,False,False,True,True,,2,87,1,0,1,88,3,0,87,4,0,89,3,0,True,False,,True,logs/fix.patch,1,1,2,2,4,0,False,True,True,False,Submitted,True,494,235,251,8,227,430,3508830,63119,3571949,1944.0972428321838,1.17.2,62,10,1,0,1,79,9,1,0,1,65,9,1,0,1,87,8,1,0,1,73,9,1,0,1,47,8,1,0,1,53,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3666,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,598,0,0,596,2,0,596,2,0,True,False,,True,logs/fix.patch,1,1,4,0,4,4,False,True,True,False,Submitted,True,594,285,301,8,276,529,5973415,80748,6054163,3221.0280849933624,1.17.2,128,10,1,0,1,79,9,1,0,1,121,9,1,0,1,65,8,1,0,1,53,9,1,0,1,45,8,1,0,1,75,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4189,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,620,1,0,0,620,0,1,620,1,1,621,0,1,True,False,,True,logs/fix.patch,1,5,5,0,5,5,False,True,True,False,Submitted,True,704,340,356,8,332,640,9456066,86322,9542388,3546.096329689026,1.17.2,76,10,1,0,1,91,9,1,0,1,133,9,1,0,1,81,8,1,0,1,169,9,1,0,1,47,8,1,0,1,79,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4325,fasterxml/jackson-databind,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,638,1,1,638,2,1,0,0,0,True,False,,True,logs/fix.patch,2,7,68,5,73,63,False,True,True,False,Submitted,True,808,389,409,10,375,724,10742357,182654,10925011,4855.407288789749,1.17.2,84,10,1,0,1,69,9,1,0,1,75,9,1,0,1,59,8,1,0,1,324,9,2,0,1,90,8,1,1,1,77,9,2,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4469,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,649,1,0,0,649,0,1,649,1,1,650,0,1,True,False,,True,logs/fix.patch,2,4,12,0,12,12,False,True,True,False,Submitted,True,544,260,276,8,251,479,5208173,65030,5273203,2448.57802939415,1.17.2,112,10,1,0,1,69,9,1,0,1,69,9,1,0,1,77,8,1,0,1,79,9,1,0,1,41,8,1,0,1,61,9,1,0,1,36,4,2,0,1,0,True,False,True
fasterxml__jackson-databind-4159,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,629,0,1,0,0,0,0,0,0,True,False,,True,logs/fix.patch,1,3,24,2,26,22,False,True,True,False,Submitted,True,652,314,330,8,306,588,8099336,99001,8198337,3678.592623949051,1.17.2,126,10,1,0,1,67,9,1,0,1,93,9,1,0,1,85,8,1,0,1,79,9,1,0,1,65,8,1,0,1,105,9,1,0,1,32,4,1,0,1,0,True,False,True
apache__dubbo-11781,apache/dubbo,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,344,3,0,188,1,0,0,0,0,True,True,error: patch failed: dubbo-common/src/test/java/org/apache/dubbo/common/URLTest.java:308,True,logs/fix.patch,2,7,12,5,17,7,False,True,True,False,Submitted,True,572,274,290,8,266,508,6986477,71024,7057501,3484.5657920837402,1.17.2,56,10,1,0,1,85,9,1,0,1,69,9,1,0,1,73,8,1,0,1,167,9,1,0,1,41,8,1,0,1,53,9,1,0,1,28,4,1,0,1,0,False,False,True
fasterxml__jackson-databind-3716,fasterxml/jackson-databind,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,598,0,0,597,1,0,597,1,0,True,False,,True,logs/fix.patch,5,7,166,14,180,152,False,True,True,False,Submitted,True,775,374,392,9,364,702,9931065,104251,10035316,3500.4049878120422,1.17.2,84,10,1,0,1,55,9,1,0,1,83,9,1,0,1,55,8,1,0,1,177,9,1,0,1,194,8,2,0,1,93,9,1,0,1,34,4,1,0,1,0,True,False,True
elastic__logstash-15008,elastic/logstash,hard,False,True,True,False,False,False,True,True,,1,174,1,0,0,1060,2,32,174,2,25,175,1,26,True,False,,True,logs/fix.patch,2,3,130,1,131,129,False,True,True,False,Submitted,True,620,298,314,8,285,551,9452476,162795,9615271,5524.529551267624,1.17.2,138,10,1,0,1,67,9,1,0,1,79,9,1,0,1,55,8,1,0,1,133,9,1,0,1,55,8,1,0,1,65,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4015,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,1,620,1,0,0,621,1,1,620,2,1,621,1,1,True,False,,True,logs/fix.patch,1,2,6,5,11,1,False,True,True,False,Submitted,True,456,216,232,8,208,392,3494880,62908,3557788,2448.410421848297,1.17.2,78,10,1,0,1,63,9,1,0,1,57,9,1,0,1,65,8,1,0,1,63,9,1,0,1,39,8,1,0,1,63,9,1,0,1,28,4,1,0,1,0,True,False,True
elastic__logstash-15928,elastic/logstash,medium,False,True,True,False,False,False,True,True,,1,1015,1,0,0,1093,2,32,1093,4,32,1016,2,23,True,False,,True,logs/fix.patch,1,1,6,1,7,5,False,True,True,False,Submitted,True,500,238,254,8,230,436,3964803,65941,4030744,2408.9737005233765,1.17.2,100,10,1,0,1,69,9,1,0,1,63,9,1,0,1,71,8,1,0,1,61,9,1,0,1,53,9,1,0,1,53,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-14878,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1054,2,32,173,1,26,173,1,26,True,False,,True,logs/fix.patch,2,3,203,0,203,203,False,True,True,False,Submitted,True,696,336,352,8,323,627,9965542,194558,10160100,5754.60479927063,1.17.2,158,10,1,0,1,151,9,1,0,1,79,9,1,0,1,69,8,1,0,1,67,9,1,0,1,53,8,1,0,1,89,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-15964,elastic/logstash,easy,False,True,True,False,False,False,True,False,"By comparing the test results before and after applying the fix patch, an anomalous pattern was detected. A brief summary is as follows: Test Result Summary:",918,0,0,0,0,1087,2,30,168,1,24,1086,3,30,True,False,,True,logs/fix.patch,1,4,21,0,21,21,False,True,True,False,Submitted,True,620,298,314,8,290,556,5844806,66502,5911308,2698.3501346111298,1.17.2,124,10,1,0,1,83,9,1,0,1,71,9,1,0,1,69,8,1,0,1,91,9,1,0,1,49,8,1,0,1,101,9,1,0,1,32,4,1,0,1,0,True,False,True
elastic__logstash-14898,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1024,2,32,175,1,26,175,1,26,True,False,,True,logs/fix.patch,1,1,4,0,4,4,False,True,True,False,Submitted,True,1955,932,993,30,900,1711,23401135,275707,23676842,35915.250383615494,1.17.2,84,10,1,0,1,89,9,1,0,1,99,9,1,0,1,73,8,1,0,1,671,9,11,0,1,642,8,2,10,1,271,9,1,0,1,26,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4228,fasterxml/jackson-databind,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,634,1,1,634,2,1,0,0,0,True,False,,True,logs/fix.patch,5,14,78,18,96,60,False,True,True,False,Submitted,True,1099,532,556,11,523,1011,21149323,105557,21254880,6098.289895534515,1.17.2,70,10,1,0,1,75,9,1,0,1,129,9,1,0,1,85,8,1,0,1,417,9,1,0,1,106,8,2,0,1,189,10,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4487,fasterxml/jackson-databind,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,593,0,0,591,2,0,0,0,0,True,False,,True,logs/fix.patch,2,2,3,3,6,0,False,True,True,False,Submitted,True,498,237,253,8,229,434,3907274,60796,3968070,2606.795501470566,1.17.2,60,10,1,0,1,59,9,1,0,1,69,9,1,0,1,73,8,1,0,1,75,9,1,0,1,43,8,1,0,1,91,9,1,0,1,28,4,1,0,1,0,True,False,True
elastic__logstash-14897,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1056,2,32,175,1,26,175,1,26,True,False,,True,logs/fix.patch,1,1,4,0,4,4,False,True,True,False,Submitted,True,622,299,315,8,289,556,9068641,148181,9216822,6551.890027046204,1.17.2,100,10,1,0,1,73,9,1,0,1,69,9,1,0,1,65,9,1,0,1,127,9,1,0,1,109,8,1,0,1,47,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1142,fasterxml/jackson-core,easy,True,True,True,False,False,False,True,True,,1,179,1,0,0,180,0,0,179,1,0,180,0,0,True,False,,True,logs/fix.patch,1,1,1,1,2,0,False,True,True,False,Submitted,True,394,185,201,8,177,330,2441958,48358,2490316,1464.49427485466,1.17.2,48,10,1,0,1,67,9,1,0,1,43,9,1,0,1,59,8,1,0,1,69,9,1,0,1,43,8,1,0,1,39,9,1,0,1,26,4,1,0,1,0,True,False,True
elastic__logstash-16094,elastic/logstash,hard,False,True,True,False,False,False,True,True,,4,1010,1,0,3,1089,2,30,1088,4,30,1014,2,21,True,False,,True,logs/fix.patch,4,4,323,0,323,323,False,True,True,False,Submitted,True,548,262,278,8,254,484,5677854,74130,5751984,3125.4593567848206,1.17.2,154,10,1,0,1,69,9,1,0,1,67,9,1,0,1,69,8,1,0,1,55,9,1,0,1,55,9,1,0,1,47,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-core-174,fasterxml/jackson-core,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,65,0,0,0,0,0,0,0,0,True,False,,True,logs/fix.patch,1,1,21,0,21,21,False,True,True,False,Submitted,True,444,210,226,8,202,380,3406754,52585,3459339,1735.700180530548,1.17.2,50,10,1,0,1,63,9,1,0,1,57,9,1,0,1,59,8,1,0,1,103,9,1,0,1,43,8,1,0,1,43,9,1,0,1,26,4,1,0,1,0,True,False,True
mockito__mockito-3220,mockito/mockito,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,104,0,65,96,1,63,96,1,63,True,False,,True,logs/fix.patch,4,5,106,0,106,106,False,True,True,False,Submitted,True,899,434,455,10,424,818,10193554,97411,10290965,4045.648357629776,1.17.2,96,10,1,0,1,89,9,1,0,1,67,9,1,0,1,83,8,1,0,1,147,9,1,0,1,276,8,2,0,1,113,9,1,0,1,28,4,1,0,1,0,True,False,True
elastic__logstash-17019,elastic/logstash,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1186,2,30,1197,7,30,1197,7,30,True,False,,True,logs/fix.patch,3,8,65,28,93,37,False,True,True,False,Submitted,True,849,411,429,9,400,775,12289551,133061,12422612,6842.481286764145,1.17.2,188,10,1,0,1,87,9,1,0,1,75,9,1,0,1,151,8,1,0,1,135,9,1,0,1,118,8,2,0,1,59,9,1,0,1,36,4,1,0,1,0,True,False,True
alibaba__fastjson2-2775,alibaba/fastjson2,medium,True,True,True,False,False,False,True,True,,2724,0,0,0,2724,2724,0,1,0,0,0,2724,0,1,True,False,,True,logs/fix.patch,1,1,32,0,32,32,False,True,True,False,Submitted,True,666,318,338,10,307,585,6141934,85723,6227657,5454.467903852463,1.17.2,82,10,1,0,1,65,9,1,0,1,73,9,1,0,1,81,8,2,0,1,174,9,2,0,1,106,8,1,1,1,57,9,1,0,1,28,4,1,0,1,0,True,False,True
elastic__logstash-16569,elastic/logstash,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1151,2,30,1159,6,30,1162,7,30,True,False,,True,logs/fix.patch,6,6,327,10,337,317,False,True,True,False,Submitted,True,556,266,282,8,258,492,6156967,85892,6242859,3908.819092273712,1.17.2,130,10,1,0,1,89,9,1,0,1,57,9,1,0,1,89,8,1,0,1,53,9,1,0,1,47,8,1,0,1,55,9,1,0,1,36,4,1,0,1,0,True,False,True
alibaba__fastjson2-2285,alibaba/fastjson2,medium,True,True,True,False,False,False,True,True,,748,1813,1,0,747,2558,0,1,1813,1,1,2561,0,1,True,False,,True,logs/fix.patch,5,8,346,1,347,345,False,True,True,False,Submitted,True,1074,523,542,9,512,999,21346290,150527,21496817,11259.254596471786,1.17.2,90,10,1,0,1,117,9,1,0,1,97,9,1,0,1,111,8,1,0,1,521,9,1,0,1,51,8,1,0,1,55,9,1,0,1,32,4,1,0,1,0,True,False,True
