instance_id,repo,difficulty,resolved,in_results_submitted,in_results_completed,in_results_incomplete,in_results_empty_patch,in_results_error,has_report,report_valid,report_error_headline,fixed_tests,p2p_tests,f2p_tests,s2p_tests,n2p_tests,run_result_passed,run_result_failed,run_result_skipped,test_patch_result_passed,test_patch_result_failed,test_patch_result_skipped,fix_patch_result_passed,fix_patch_result_failed,fix_patch_result_skipped,has_fix_patch_run_log,patch_apply_failed,patch_apply_error_headline,has_patch_diff,patch_source,patch_files,patch_hunks,patch_added,patch_removed,patch_churn,patch_net,patch_is_empty,has_traj_file,has_traj,traj_is_stub,exit_status,submission_present,n_messages,n_assistant,n_user,n_system,n_bash_calls,api_calls,prompt_tokens,completion_tokens,total_tokens,runtime_sec,mini_version,phase_ISSUE_REPRODUCT_msgs,phase_ISSUE_REPRODUCT_steps,phase_ISSUE_REPRODUCT_complete,phase_ISSUE_REPRODUCT_giveup,phase_ISSUE_REPRODUCT_visited,phase_TEST_SYNTHSIZE_msgs,phase_TEST_SYNTHSIZE_steps,phase_TEST_SYNTHSIZE_complete,phase_TEST_SYNTHSIZE_giveup,phase_TEST_SYNTHSIZE_visited,phase_CODE_LOCALIZE_msgs,phase_CODE_LOCALIZE_steps,phase_CODE_LOCALIZE_complete,phase_CODE_LOCALIZE_giveup,phase_CODE_LOCALIZE_visited,phase_TEST_LOCALIZE_msgs,phase_TEST_LOCALIZE_steps,phase_TEST_LOCALIZE_complete,phase_TEST_LOCALIZE_giveup,phase_TEST_LOCALIZE_visited,phase_CODE_FIX_msgs,phase_CODE_FIX_steps,phase_CODE_FIX_complete,phase_CODE_FIX_giveup,phase_CODE_FIX_visited,phase_VERIFY_PATCH_msgs,phase_VERIFY_PATCH_steps,phase_VERIFY_PATCH_complete,phase_VERIFY_PATCH_giveup,phase_VERIFY_PATCH_visited,phase_ISSUE_CLOSE_msgs,phase_ISSUE_CLOSE_steps,phase_ISSUE_CLOSE_complete,phase_ISSUE_CLOSE_giveup,phase_ISSUE_CLOSE_visited,phase_FINAL_REPORT_msgs,phase_FINAL_REPORT_steps,phase_FINAL_REPORT_complete,phase_FINAL_REPORT_giveup,phase_FINAL_REPORT_visited,phase_unknown_msgs,patch_successfully_applied,artefact_missing,all_phases_visited
googlecontainertools__jib-2536,googlecontainertools/jib,medium,True,True,True,False,False,False,True,True,,2,73,2,0,0,74,13,16,73,15,16,75,11,0,True,False,,True,logs/fix.patch,1,1,23,17,40,6,False,True,True,False,Submitted,True,504,240,256,8,232,440,4756673,68015,4824688,2561.505609512329,1.17.2,84,10,1,0,1,65,9,1,0,1,53,9,1,0,1,69,8,1,0,1,75,9,1,0,1,53,8,1,0,1,73,9,1,0,1,32,4,1,0,1,0,True,False,True
mockito__mockito-3173,mockito/mockito,medium,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,102,0,67,103,2,65,72,1,55,True,False,,True,logs/fix.patch,9,13,204,6,210,198,False,True,True,False,Submitted,True,1012,492,511,9,476,932,16999548,221850,17221398,6038.4745082855225,1.17.2,312,10,1,0,1,77,9,1,0,1,153,9,1,0,1,75,8,1,0,1,275,9,1,0,1,43,8,1,0,1,47,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4013,fasterxml/jackson-databind,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,621,1,1,0,0,0,0,0,0,True,False,,True,logs/fix.patch,1,3,15,0,15,15,False,True,True,False,Submitted,True,534,255,271,8,247,470,5148903,90181,5239084,2660.6420917510986,1.17.2,82,10,1,0,1,69,9,1,0,1,67,9,1,0,1,63,8,1,0,1,109,9,1,0,1,47,8,1,0,1,67,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4131,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"By comparing the test results before and after applying the fix patch, an anomalous pattern was detected. A brief summary is as follows: Test Result Summary:",627,0,0,0,0,628,0,1,0,0,0,627,1,1,True,False,,True,logs/fix.patch,2,2,62,0,62,62,False,True,True,False,Submitted,True,570,273,289,8,265,505,5607771,86332,5694103,3733.274253129959,1.17.2,74,10,1,0,1,63,9,1,0,1,107,9,1,0,1,83,8,1,0,1,99,9,1,0,1,41,8,1,0,1,79,9,1,0,1,24,4,1,0,1,0,True,False,True
elastic__logstash-15241,elastic/logstash,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1061,2,32,175,1,26,175,1,26,True,False,,True,logs/fix.patch,1,3,19,5,24,14,False,True,True,False,Submitted,True,695,332,353,10,323,615,8389012,101909,8490921,8685.946211338043,1.17.2,64,10,1,0,1,77,9,1,0,1,87,9,1,0,1,69,8,1,0,1,81,9,1,0,1,230,8,2,0,1,51,9,1,0,1,36,4,1,0,1,0,True,False,True
alibaba__fastjson2-2559,alibaba/fastjson2,medium,True,True,True,False,False,False,True,True,,781,1872,1,0,780,2652,0,1,1872,1,1,2653,0,1,True,False,,True,logs/fix.patch,3,3,44,0,44,44,False,True,True,False,Submitted,True,606,291,307,8,283,542,6707724,81010,6788734,6234.81693482399,1.17.2,92,10,1,0,1,69,9,1,0,1,101,9,1,0,1,69,8,1,0,1,131,9,1,0,1,63,8,1,0,1,51,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4087,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,624,0,1,624,1,1,622,3,1,True,False,,True,logs/fix.patch,10,13,364,1,365,363,False,True,True,False,Submitted,True,703,338,356,9,327,629,7769399,117169,7886568,4317.617102861404,1.17.2,86,10,1,0,1,69,9,1,0,1,69,9,1,0,1,87,8,1,0,1,71,9,1,0,1,176,8,2,0,1,111,8,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4132,fasterxml/jackson-databind,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,628,0,1,626,2,1,626,2,1,True,False,,True,logs/fix.patch,2,3,52,2,54,50,False,True,True,False,Submitted,True,574,275,291,8,267,510,5692679,78054,5770733,2903.254961490631,1.17.2,72,10,1,0,1,85,9,1,0,1,113,9,1,0,1,69,8,1,0,1,99,9,1,0,1,49,8,1,0,1,55,9,1,0,1,32,4,1,0,1,0,True,False,True
elastic__logstash-15969,elastic/logstash,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1089,2,30,1088,4,30,1087,5,30,True,False,,True,logs/fix.patch,1,1,5,0,5,5,False,True,True,False,Submitted,True,484,230,246,8,222,420,4499284,74081,4573365,3681.7154335975647,1.17.2,90,10,1,0,1,89,9,1,0,1,59,9,1,0,1,57,8,1,0,1,51,9,1,0,1,51,8,1,0,1,53,9,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3701,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,597,1,0,0,598,0,0,597,1,0,598,0,0,True,False,,True,logs/fix.patch,1,1,1,1,2,0,False,True,True,False,Submitted,True,600,288,304,8,280,536,5482542,80370,5562912,2687.365032196045,1.17.2,118,10,1,0,1,77,9,1,0,1,75,9,1,0,1,67,8,1,0,1,79,9,1,0,1,47,8,1,0,1,109,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-core-891,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,2,162,2,0,0,163,0,0,162,2,0,164,0,0,True,False,,True,logs/fix.patch,1,3,6,0,6,6,False,True,True,False,Submitted,True,814,392,412,10,377,729,10361738,185482,10547220,4957.8086750507355,1.17.2,80,10,1,0,1,85,9,1,0,1,65,9,1,0,1,83,8,1,0,1,276,9,2,0,1,118,8,1,1,1,77,9,1,0,1,30,4,1,0,1,0,True,False,True
alibaba__fastjson2-1245,alibaba/fastjson2,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,2209,0,1,1446,1,1,1446,1,1,True,False,,True,logs/fix.patch,1,1,9,4,13,5,False,True,True,False,Submitted,True,546,261,277,8,251,480,6139866,121389,6261255,4834.253536462784,1.17.2,104,10,1,0,1,67,9,1,0,1,77,9,1,0,1,97,8,1,0,1,75,9,1,0,1,51,8,1,0,1,45,9,1,0,1,30,4,1,0,1,0,True,False,True
google__gson-1555,google/gson,medium,True,True,True,False,False,False,True,True,,1,94,1,0,0,95,1,0,94,2,0,95,1,0,True,False,,True,logs/fix.patch,2,9,23,6,29,17,False,True,True,False,Submitted,True,686,328,348,10,317,605,7280258,117634,7397892,3847.5259363651276,1.17.2,80,10,1,0,1,85,9,1,0,1,65,9,1,0,1,71,8,1,0,1,194,9,2,0,1,106,8,1,1,1,55,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-16968,elastic/logstash,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1101,2,29,1112,7,29,1121,3,29,True,False,,True,logs/fix.patch,4,7,198,23,221,175,False,True,True,False,Submitted,True,776,373,393,10,362,693,9204302,132798,9337100,5264.969524145126,1.17.2,74,10,1,0,1,81,9,1,0,1,97,9,1,0,1,83,8,1,0,1,204,9,2,0,1,142,8,1,1,1,71,9,1,0,1,24,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3371,fasterxml/jackson-databind,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,522,0,0,522,1,0,514,9,0,True,False,,True,logs/fix.patch,8,10,249,6,255,243,False,True,True,False,Submitted,True,1722,843,868,11,817,1615,40265806,561244,40827050,14673.315008878708,1.17.2,76,10,1,0,1,73,9,1,0,1,293,9,1,0,1,75,8,1,0,1,1037,9,1,0,1,63,8,1,0,1,71,9,1,0,1,34,4,1,0,1,0,True,False,True
googlecontainertools__jib-2688,googlecontainertools/jib,medium,True,True,True,False,False,False,True,True,,1,28,1,0,0,29,0,0,28,2,0,29,0,0,True,False,,True,logs/fix.patch,1,1,1,1,2,0,False,True,True,False,Submitted,True,466,221,237,8,213,402,4072818,63534,4136352,1887.1600997447968,1.17.2,76,10,1,0,1,65,9,1,0,1,65,9,1,0,1,65,8,1,0,1,61,9,1,0,1,55,8,1,0,1,49,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-1923,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,311,1,0,0,312,0,0,311,1,0,312,0,0,True,False,,True,logs/fix.patch,1,2,6,1,7,5,False,True,True,False,Submitted,True,490,233,249,8,225,426,3951372,59596,4010968,2525.1132776737213,1.17.2,74,10,1,0,1,71,9,1,0,1,77,9,1,0,1,55,8,1,0,1,81,9,1,0,1,53,8,1,0,1,51,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-dataformat-xml-544,fasterxml/jackson-dataformat-xml,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,109,0,0,107,2,0,0,0,0,True,False,,True,logs/fix.patch,2,4,20,2,22,18,False,True,True,False,Submitted,True,524,250,266,8,242,460,4912509,59475,4971984,2226.877927303314,1.17.2,74,10,1,0,1,69,9,1,0,1,81,9,1,0,1,81,8,1,0,1,91,9,1,0,1,43,8,1,0,1,55,9,1,0,1,30,4,1,0,1,0,True,False,True
mockito__mockito-3167,mockito/mockito,medium,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,104,0,65,103,4,65,99,26,64,True,False,,True,logs/fix.patch,1,2,7,1,8,6,False,True,True,False,Submitted,True,702,339,355,8,330,637,8717936,77702,8795638,3330.363523244858,1.17.2,156,10,1,0,1,115,9,1,0,1,89,9,1,0,1,107,8,1,0,1,103,9,1,0,1,45,8,1,0,1,57,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-13902,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,156,1,23,154,2,23,154,2,23,True,False,,True,logs/fix.patch,9,24,167,29,196,138,False,True,True,False,Submitted,True,664,320,336,8,312,600,8485363,89355,8574718,2840.0806567668915,1.17.2,76,10,1,0,1,85,9,1,0,1,87,9,1,0,1,111,8,1,0,1,155,9,1,0,1,61,8,1,0,1,55,9,1,0,1,34,4,1,0,1,0,True,False,True
elastic__logstash-15233,elastic/logstash,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,151,1,22,174,1,26,174,1,26,True,False,,True,logs/fix.patch,1,1,13,4,17,9,False,True,True,False,Submitted,True,510,243,259,8,235,446,5525277,68853,5594130,2842.7866826057434,1.17.2,96,10,1,0,1,77,9,1,0,1,49,9,1,0,1,79,8,1,0,1,83,9,1,0,1,43,8,1,0,1,49,9,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1172,fasterxml/jackson-core,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,181,0,0,180,2,0,180,2,0,True,False,,True,logs/fix.patch,1,1,2,2,4,0,False,True,True,False,Submitted,True,532,254,270,8,245,467,4151638,54434,4206072,1903.8714456558228,1.17.2,64,10,1,0,1,77,9,1,0,1,67,9,1,0,1,85,8,2,0,1,63,9,1,0,1,45,8,1,0,1,97,9,1,0,1,34,4,1,0,1,0,True,False,True
elastic__logstash-14981,elastic/logstash,medium,False,True,True,False,False,False,True,True,,3,980,3,0,0,1058,2,32,1057,4,32,983,0,23,True,False,,True,logs/fix.patch,1,1,6,1,7,5,False,True,True,False,Submitted,True,508,242,258,8,234,443,4987957,62329,5050286,2411.692053079605,1.17.2,98,10,1,0,1,81,9,1,0,1,91,9,1,0,1,65,8,1,0,1,53,9,1,0,1,45,8,1,0,1,47,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-3625,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,597,1,0,0,598,0,0,597,1,0,598,0,0,True,False,,True,logs/fix.patch,1,1,6,0,6,6,False,True,True,False,Submitted,True,584,280,296,8,272,520,6543439,68965,6612404,2863.879566192627,1.17.2,100,10,1,0,1,71,9,1,0,1,89,9,1,0,1,73,8,1,0,1,83,9,1,0,1,55,8,1,0,1,81,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4072,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,623,1,0,0,623,0,1,623,1,1,624,0,1,True,False,,True,logs/fix.patch,1,1,3,2,5,1,False,True,True,False,Submitted,True,532,254,270,8,246,468,4608773,72342,4681115,3302.792900323868,1.17.2,82,10,1,0,1,75,9,1,0,1,61,9,1,0,1,77,8,1,0,1,73,9,1,0,1,47,7,1,0,1,89,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4257,fasterxml/jackson-databind,easy,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,635,1,1,635,2,1,0,0,0,True,False,,True,logs/fix.patch,3,14,87,21,108,66,False,True,True,False,Submitted,True,942,459,475,8,448,874,14525342,146254,14671596,4980.641712665558,1.17.2,80,10,1,0,1,85,9,1,0,1,143,9,1,0,1,95,8,1,0,1,321,9,1,0,1,61,8,1,0,1,123,9,1,0,1,34,4,1,0,1,0,True,False,True
elastic__logstash-14000,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,156,1,23,154,2,23,154,2,23,True,False,,True,logs/fix.patch,2,2,49,1,50,48,False,True,True,False,Submitted,True,580,278,294,8,270,516,5807730,73439,5881169,2147.026777267456,1.17.2,112,10,1,0,1,87,9,1,0,1,73,9,1,0,1,105,8,1,0,1,69,9,1,0,1,53,9,1,0,1,55,9,1,0,1,26,4,1,0,1,0,True,False,True
fasterxml__jackson-dataformat-xml-638,fasterxml/jackson-dataformat-xml,medium,True,True,True,False,False,False,True,True,,1,125,1,0,0,125,0,0,125,1,0,126,0,0,True,False,,True,logs/fix.patch,1,1,5,1,6,4,False,True,True,False,Submitted,True,492,234,250,8,226,428,4477579,71408,4548987,2399.9303665161133,1.17.2,54,10,1,0,1,75,9,1,0,1,95,9,1,0,1,59,8,1,0,1,67,9,1,0,1,51,8,1,0,1,59,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4320,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,640,1,0,0,640,0,1,640,1,1,641,0,1,True,False,,True,logs/fix.patch,5,12,38,0,38,38,False,True,True,False,Submitted,True,566,271,287,8,263,502,6493826,75215,6569041,3031.3880302906036,1.17.2,72,10,1,0,1,61,9,1,0,1,115,9,1,0,1,75,8,1,0,1,111,9,1,0,1,47,8,1,0,1,49,9,1,0,1,36,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4338,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,642,1,0,0,643,0,1,642,1,1,643,0,1,True,False,,True,logs/fix.patch,1,1,2,0,2,2,False,True,True,False,Submitted,True,578,277,293,8,269,514,5946570,69509,6016079,2401.182875394821,1.17.2,108,10,1,0,1,77,9,1,0,1,85,9,1,0,1,63,8,1,0,1,59,9,1,0,1,51,8,1,0,1,103,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1263,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,188,0,0,0,188,188,0,0,0,0,0,188,0,0,True,False,,True,logs/fix.patch,1,6,44,0,44,44,False,True,True,False,Submitted,True,898,428,456,14,414,786,7957200,129184,8086384,4059.1544280052185,1.17.2,48,10,1,0,1,73,9,1,0,1,57,9,1,0,1,73,8,1,0,1,294,9,4,0,1,206,8,1,3,1,121,9,1,0,1,26,4,1,0,1,0,True,False,True
elastic__logstash-13931,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,711,1,27,154,2,23,154,2,23,True,False,,True,logs/fix.patch,8,26,250,32,282,218,False,True,True,False,Submitted,True,576,276,292,8,268,512,7354952,87756,7442708,2782.821455717087,1.17.2,82,10,1,0,1,79,9,1,0,1,75,9,1,0,1,71,8,1,0,1,137,9,1,0,1,59,8,1,0,1,47,9,1,0,1,26,4,1,0,1,0,True,False,True
elastic__logstash-13914,elastic/logstash,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,156,1,23,4,1,4,4,1,4,True,False,,True,logs/fix.patch,3,3,45,4,49,41,False,True,True,False,Submitted,True,655,314,332,9,304,582,6798676,97586,6896262,2613.6294524669647,1.17.2,74,10,1,0,1,79,9,1,0,1,83,9,1,0,1,83,8,1,0,1,113,9,1,0,1,128,8,2,0,1,65,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-core-370,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,1,86,1,0,0,87,0,0,86,1,0,87,0,0,True,False,,True,logs/fix.patch,2,2,16,0,16,16,False,True,True,False,Submitted,True,480,228,244,8,220,416,4811317,78252,4889569,2326.0789284706116,1.17.2,74,10,1,0,1,63,9,1,0,1,81,9,1,0,1,63,8,1,0,1,63,9,1,0,1,51,8,1,0,1,53,9,1,0,1,32,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4219,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,633,1,0,0,633,0,1,633,1,1,634,0,1,True,False,,True,logs/fix.patch,1,1,7,5,12,2,False,True,True,False,Submitted,True,554,265,281,8,257,490,4936732,67852,5004584,2291.2457237243652,1.17.2,90,10,1,0,1,61,9,1,0,1,67,9,1,0,1,77,8,1,0,1,73,9,1,0,1,53,8,1,0,1,103,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-dataformat-xml-590,fasterxml/jackson-dataformat-xml,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,117,0,0,117,1,0,0,0,0,True,False,,True,logs/fix.patch,2,3,24,1,25,23,False,True,True,False,Submitted,True,956,464,483,9,447,874,14143288,233142,14376430,6387.673243045807,1.17.2,88,10,1,0,1,61,9,1,0,1,313,9,1,0,1,85,8,1,0,1,203,9,1,0,1,79,8,1,0,1,103,9,1,0,1,24,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1053,fasterxml/jackson-core,medium,True,True,True,False,False,False,True,True,,1,173,1,0,0,174,0,0,173,1,0,174,0,0,True,False,,True,logs/fix.patch,1,3,22,1,23,21,False,True,True,False,Submitted,True,526,251,267,8,243,462,4408976,69339,4478315,4444.525037050247,1.17.2,76,10,1,0,1,93,9,1,0,1,55,9,1,0,1,67,8,1,0,1,83,9,1,0,1,47,8,1,0,1,71,9,1,0,1,34,4,1,0,1,0,True,False,True
elastic__logstash-16195,elastic/logstash,hard,False,True,True,False,False,False,True,False,"Before applying the fix patch, the test passed; however, after applying the fix patch, the test failed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1091,2,30,1090,4,30,1089,5,30,True,False,,True,logs/fix.patch,2,6,43,1,44,42,False,True,True,False,Submitted,True,1066,519,538,9,506,989,19493736,250920,19744656,7748.702680110931,1.17.2,100,10,1,0,1,83,9,1,0,1,121,9,1,0,1,67,8,1,0,1,527,9,1,0,1,51,8,1,0,1,91,9,1,0,1,26,4,1,0,1,0,True,False,True
elastic__logstash-15697,elastic/logstash,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,1088,2,32,174,1,26,174,1,26,True,False,,True,logs/fix.patch,3,11,82,5,87,77,False,True,True,False,Submitted,True,703,338,356,9,328,630,8242295,115370,8357665,8102.087480306625,1.17.2,70,10,1,0,1,103,9,1,0,1,83,9,1,0,1,97,8,1,0,1,125,9,1,0,1,132,8,2,0,1,59,9,1,0,1,34,4,1,0,1,0,True,False,True
fasterxml__jackson-core-1309,fasterxml/jackson-core,medium,False,True,True,False,False,False,True,False,"After applying the fix patch, no test results were captured when executing the test command. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,188,0,0,187,1,0,0,0,0,True,True,error: patch failed: src/test/java/com/fasterxml/jackson/core/io/NumberInputTest.java:108,True,logs/fix.patch,2,2,2,2,4,0,False,True,True,False,Submitted,True,930,438,474,18,418,784,7248945,150715,7399660,4637.125977039337,1.17.2,54,10,1,0,1,61,9,1,0,1,61,9,1,0,1,57,8,1,0,1,334,9,6,0,1,258,8,1,6,1,77,9,1,0,1,28,4,1,0,1,0,False,False,True
elastic__logstash-15000,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,175,1,25,173,2,25,173,2,25,True,False,,True,logs/fix.patch,2,4,197,2,199,195,False,True,True,False,Submitted,True,712,344,360,8,331,643,10990410,245082,11235492,6385.317633628845,1.17.2,164,10,1,0,1,99,9,1,0,1,77,9,1,0,1,67,8,1,0,1,167,9,1,0,1,51,8,1,0,1,57,9,1,0,1,30,4,1,0,1,0,True,False,True
elastic__logstash-14058,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,156,1,23,154,2,23,154,2,23,True,False,,True,logs/fix.patch,6,12,360,2,362,358,False,True,True,False,Submitted,True,568,272,288,8,264,504,7137405,76439,7213844,3629.09282374382,1.17.2,92,10,1,0,1,91,9,1,0,1,61,9,1,0,1,77,8,1,0,1,115,9,1,0,1,51,8,1,0,1,53,9,1,0,1,28,4,1,0,1,0,True,False,True
elastic__logstash-13997,elastic/logstash,hard,False,True,True,False,False,False,True,False,"After applying the fix patch, no test cases transitioned from failed to passed. A brief summary is as follows: Test Result Summary:",0,0,0,0,0,156,1,23,154,2,23,154,2,23,True,False,,True,logs/fix.patch,2,7,57,1,58,56,False,True,True,False,Submitted,True,840,405,425,10,391,756,11450021,157409,11607430,8910.808040618896,1.17.2,80,10,1,0,1,75,9,1,0,1,75,9,1,0,1,93,8,1,0,1,242,9,2,0,1,190,8,2,1,1,57,9,1,0,1,28,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4641,fasterxml/jackson-databind,medium,True,True,True,False,False,False,True,True,,1,610,1,0,0,611,0,0,610,1,0,611,0,0,True,False,,True,logs/fix.patch,1,2,7,6,13,1,False,True,True,False,Submitted,True,604,290,306,8,282,540,6370286,70853,6441139,2860.7680842876434,1.17.2,118,10,1,0,1,85,8,1,0,1,111,9,1,0,1,69,8,1,0,1,71,9,1,0,1,47,8,1,0,1,73,9,1,0,1,30,4,1,0,1,0,True,False,True
fasterxml__jackson-databind-4426,fasterxml/jackson-databind,easy,True,True,True,False,False,False,True,True,,1,648,1,0,0,648,0,1,648,1,1,649,0,1,True,False,,True,logs/fix.patch,1,1,1,1,2,0,False,True,True,False,Submitted,True,562,269,285,8,261,498,4664312,65593,4729905,4534.623436927795,1.17.2,98,10,1,0,1,73,9,1,0,1,87,9,1,0,1,91,8,1,0,1,63,9,1,0,1,53,8,1,0,1,69,9,1,0,1,28,4,1,0,1,0,True,False,True
